TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
lightsail,aws_lightsail_database,Database,0,1,2,4,2,UpdateRelationalDatabase,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/database.go,lightsail,lightsail:UpdateRelationalDatabase,lightsail:UpdateRelationalDatabase,RelationalDatabase,arn:${Partition}:lightsail:${Region}:${Account}:RelationalDatabase/${Id},,,,1,0
amplify,aws_amplify_backend_environment,Backend Environment,0,0,1,2,1,CreateBackendEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/amplify/backend_environment.go,amplify,amplify:CreateBackendEnvironment,amplify:CreateBackendEnvironment,apps,arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId},CreateBackendEnvironment,CreateBackendEnvironmentRequest,true,1,1
swf,aws_swf_domain,Domain,0,0,1,2,1,RegisterDomain,/Users/hbwei/terraform-provider-aws/internal/service/swf/domain.go,swf,swf:RegisterDomain,swf:RegisterDomain,,,,,,0,0
mq,aws_mq_broker,Broker,0,0,2,3,1,CreateBroker,/Users/hbwei/terraform-provider-aws/internal/service/mq/broker.go,mq,mq:CreateBroker,mq:CreateBroker,,,,,,0,0
networkmanager,aws_networkmanager_core_network,Core Network,0,0,1,2,1,CreateCoreNetwork,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/core_network.go,networkmanager,networkmanager:CreateCoreNetwork,networkmanager:CreateCoreNetwork,global-network,arn:${Partition}:networkmanager::${Account}:global-network/${ResourceId},,,,1,0
memorydb,aws_memorydb_parameter_group,Parameter Group,0,0,5,6,1,CreateParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/memorydb/parameter_group.go,memorydb,memorydb:CreateParameterGroup,memorydb:CreateParameterGroup,,,,,,0,0
codestarnotifications,aws_codestarnotifications_notification_rule,Notification Rule,0,0,1,2,1,CreateNotificationRule,/Users/hbwei/terraform-provider-aws/internal/service/codestarnotifications/notification_rule.go,codestar-notifications,codestar-notifications:CreateNotificationRule,codestar-notifications:CreateNotificationRule,notificationrule,arn:${Partition}:codestar-notifications:${Region}:${Account}:notificationrule/${NotificationRuleId},,,,1,0
cloudfront,aws_cloudfront_public_key,Public Key,0,0,1,2,1,CreatePublicKey,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/public_key.go,cloudfront,cloudfront:CreatePublicKey,cloudfront:CreatePublicKey,,,,,,0,0
wafregional,aws_wafregional_sql_injection_match_set,SQL Injection Match Set,1,0,4,5,1,CreateSqlInjectionMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/sql_injection_match_set.go,waf-regional,waf-regional:CreateSqlInjectionMatchSet,waf-regional:CreateSqlInjectionMatchSet,sqlinjectionmatchset,arn:${Partition}:waf-regional:${Region}:${Account}:sqlinjectionset/${Id},,,,1,0
pipes,aws_pipes_pipe,Pipe,0,0,1,2,1,CreatePipe,/Users/hbwei/terraform-provider-aws/internal/service/pipes/pipe.go,pipes,pipes:CreatePipe,pipes:CreatePipe,pipe,arn:${Partition}:pipes:${Region}:${Account}:pipe/${Name},CreatePipe,CreatePipeRequest,true,1,1
chime,aws_chime_voice_connector_logging,Voice Connector Logging,0,0,1,2,1,PutVoiceConnectorLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/chime/voice_connector_logging.go,chime,chime:PutVoiceConnectorLoggingConfiguration,chime:PutVoiceConnectorLoggingConfiguration,voice-connector,arn:${Partition}:chime:${Region}:${AccountId}:vc/${VoiceConnectorId},,,,2,0
rds,aws_rds_cluster_instance,Cluster Instance,0,1,2,5,3,RebootDBInstance,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_instance.go,rds,rds:RebootDBInstance,rds:RebootDBInstance,db,arn:${Partition}:rds:${Region}:${Account}:db:${DbInstanceName},,,,3,0
waf,aws_waf_xss_match_set,XSS Match Set,1,0,3,4,1,CreateXssMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/xss_match_set.go,waf,waf:CreateXssMatchSet,waf:CreateXssMatchSet,xssmatchset,arn:${Partition}:waf::${Account}:xssmatchset/${Id},,,,1,0
dynamodb,aws_dynamodb_kinesis_streaming_destination,Kinesis Streaming Destination,0,0,1,2,1,EnableKinesisStreamingDestination,/Users/hbwei/terraform-provider-aws/internal/service/dynamodb/kinesis_streaming_destination.go,dynamodb,dynamodb:EnableKinesisStreamingDestination,dynamodb:EnableKinesisStreamingDestination,table,arn:${Partition}:dynamodb:${Region}:${Account}:table/${TableName},EnableKinesisStreamingDestination,KinesisStreamingDestinationInput,true,1,1
acm,aws_acm_certificate,Certificate,0,0,1,3,2,RequestCertificate,/Users/hbwei/terraform-provider-aws/internal/service/acm/certificate.go,acm,acm:RequestCertificate,acm:RequestCertificate,,,,,,0,0
dax,aws_dax_subnet_group,Subnet Group,0,0,1,2,1,CreateSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/dax/subnet_group.go,dax,dax:CreateSubnetGroup,dax:CreateSubnetGroup,,,,,,0,0
transfer,aws_transfer_agreement,Agreement,0,0,1,2,1,CreateAgreement,/Users/hbwei/terraform-provider-aws/internal/service/transfer/agreement.go,transfer,transfer:CreateAgreement,transfer:CreateAgreement,server,arn:${Partition}:transfer:${Region}:${Account}:server/${ServerId},CreateAgreement,CreateAgreementRequest,true,1,1
redshift,aws_redshift_endpoint_access,Endpoint Access,0,0,1,2,1,CreateEndpointAccess,/Users/hbwei/terraform-provider-aws/internal/service/redshift/endpoint_access.go,redshift,redshift:CreateEndpointAccess,redshift:CreateEndpointAccess,,,,,,0,0
servicecatalog,aws_servicecatalog_budget_resource_association,Budget Resource Association,0,0,1,2,1,AssociateBudgetWithResource,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/budget_resource_association.go,servicecatalog,servicecatalog:AssociateBudgetWithResource,servicecatalog:AssociateBudgetWithResource,,,,,,0,0
signer,aws_signer_signing_job,Signing Job,0,0,1,2,1,StartSigningJob,/Users/hbwei/terraform-provider-aws/internal/service/signer/signing_job.go,signer,signer:StartSigningJob,signer:StartSigningJob,signing-profile,arn:${Partition}:signer:${Region}:${Account}:/signing-profiles/${ProfileName},StartSigningJob,StartSigningJobRequest,true,1,1
s3,aws_s3_bucket_request_payment_configuration,Bucket Request Payment Configuration,0,0,1,2,1,PutBucketRequestPayment,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_request_payment_configuration.go,s3,s3:PutBucketRequestPayment,s3:PutBucketRequestPayment,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
appintegrations,aws_appintegrations_data_integration,Data Integration,0,0,1,2,1,CreateDataIntegration,/Users/hbwei/terraform-provider-aws/internal/service/appintegrations/data_integration.go,app-integrations,app-integrations:CreateDataIntegration,app-integrations:CreateDataIntegration,data-integration,arn:${Partition}:app-integrations:${Region}:${Account}:data-integration/${DataIntegrationId},,,,1,0
kinesis,aws_kinesis_stream,Stream,0,1,1,5,4,CreateStream,/Users/hbwei/terraform-provider-aws/internal/service/kinesis/stream.go,kinesis,kinesis:CreateStream,kinesis:CreateStream,stream,arn:${Partition}:kinesis:${Region}:${Account}:stream/${StreamName},CreateStream,CreateStreamInput,true,1,1
iot,aws_iot_thing_principal_attachment,Thing Principal Attachment,0,0,1,2,1,AttachThingPrincipal,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_principal_attachment.go,iot,iot:AttachThingPrincipal,iot:AttachThingPrincipal,cert,arn:${Partition}:iot:${Region}:${Account}:cert/${Certificate},,,,1,0
mq,aws_mq_configuration,Configuration,0,0,2,4,2,UpdateConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/mq/configuration.go,mq,mq:UpdateConfiguration,mq:UpdateConfiguration,configurations,arn:${Partition}:mq:${Region}:${Account}:configuration:${ConfigurationId},UpdateConfiguration,UpdateConfigurationRequest,true,1,1
s3,aws_s3_bucket_inventory,Bucket Inventory,0,0,1,2,1,PutBucketInventoryConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_inventory.go,s3,s3:PutBucketInventoryConfiguration,s3:PutInventoryConfiguration,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
secretsmanager,aws_secretsmanager_secret_version,Secret Version,0,0,1,2,1,PutSecretValue,/Users/hbwei/terraform-provider-aws/internal/service/secretsmanager/secret_version.go,secretsmanager,secretsmanager:PutSecretValue,secretsmanager:PutSecretValue,Secret,arn:${Partition}:secretsmanager:${Region}:${Account}:secret:${SecretId},PutSecretValue,PutSecretValueRequest,true,1,1
cognitoidp,aws_cognito_user_pool_domain,User Pool Domain,0,0,1,2,1,CreateUserPoolDomain,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_pool_domain.go,cognito-idp,cognito-idp:CreateUserPoolDomain,cognito-idp:CreateUserPoolDomain,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},CreateUserPoolDomain,CreateUserPoolDomainRequest,true,1,1
schemas,aws_schemas_registry_policy,Registry Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/schemas/registry_policy.go,schemas,schemas:PutResourcePolicy,schemas:PutResourcePolicy,registry,arn:${Partition}:schemas:${Region}:${Account}:registry/${RegistryName},PutResourcePolicy,PutResourcePolicyRequest,false,1,1
sagemaker,aws_sagemaker_data_quality_job_definition,Data Quality Job Definition,0,0,1,2,1,CreateDataQualityJobDefinition,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/data_quality_job_definition.go,sagemaker,sagemaker:CreateDataQualityJobDefinition,sagemaker:CreateDataQualityJobDefinition,data-quality-job-definition,arn:${Partition}:sagemaker:${Region}:${Account}:data-quality-job-definition/${DataQualityJobDefinitionName},,,,1,0
detective,aws_detective_organization_configuration,Organization Configuration,0,0,1,2,1,UpdateOrganizationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/detective/organization_configuration.go,detective,detective:UpdateOrganizationConfiguration,detective:UpdateOrganizationConfiguration,Graph,arn:${Partition}:detective:${Region}:${Account}:graph:${ResourceId},,,,1,0
cognitoidp,aws_cognito_user,User,0,0,1,4,3,AdminDisableUser,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user.go,cognito-idp,cognito-idp:AdminDisableUser,cognito-idp:AdminDisableUser,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},AdminDisableUser,AdminDisableUserRequest,true,1,1
kafka,aws_msk_serverless_cluster,Serverless Cluster,0,0,2,3,1,CreateClusterV2,/Users/hbwei/terraform-provider-aws/internal/service/kafka/serverless_cluster.go,kafka,kafka:CreateClusterV2,kafka:CreateClusterV2,cluster,arn:${Partition}:kafka:${Region}:${Account}:cluster/${ClusterName}/${Uuid},CreateClusterV2,CreateClusterV2Request,true,1,1
batch,aws_batch_scheduling_policy,Scheduling Policy,2,0,1,4,1,CreateSchedulingPolicy,/Users/hbwei/terraform-provider-aws/internal/service/batch/scheduling_policy.go,batch,batch:CreateSchedulingPolicy,batch:CreateSchedulingPolicy,scheduling-policy,arn:${Partition}:batch:${Region}:${Account}:scheduling-policy/${SchedulingPolicyName},,,,1,0
appmesh,aws_appmesh_virtual_gateway,Virtual Gateway,0,0,1,2,1,CreateVirtualGateway,/Users/hbwei/terraform-provider-aws/internal/service/appmesh/virtual_gateway.go,appmesh,appmesh:CreateVirtualGateway,appmesh:CreateVirtualGateway,virtualGateway,arn:${Partition}:appmesh:${Region}:${Account}:mesh/${MeshName}/virtualGateway/${VirtualGatewayName},CreateVirtualGateway,CreateVirtualGatewayInput,true,2,2
sagemaker,aws_sagemaker_human_task_ui,Human Task UI,0,0,1,2,1,CreateHumanTaskUi,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/human_task_ui.go,sagemaker,sagemaker:CreateHumanTaskUi,sagemaker:CreateHumanTaskUi,human-task-ui,arn:${Partition}:sagemaker:${Region}:${Account}:human-task-ui/${HumanTaskUiName},CreateHumanTaskUi,CreateHumanTaskUiRequest,true,1,1
iot,aws_iot_certificate,Certificate,0,0,1,5,4,RegisterCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iot/certificate.go,iot,iot:RegisterCertificate,iot:RegisterCertificate,,,,,,0,0
s3,aws_s3_bucket_public_access_block,Bucket Public Access Block,0,0,1,2,1,PutPublicAccessBlock,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_public_access_block.go,s3,s3:PutPublicAccessBlock,s3:PutBucketPublicAccessBlock,bucket,arn:${Partition}:s3:::${BucketName},,,,2,0
datasync,aws_datasync_location_fsx_openzfs_file_system,Location FSx for OpenZFS File System,0,0,1,2,1,CreateLocationFsxOpenZfs,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_fsx_openzfs_file_system.go,datasync,datasync:CreateLocationFsxOpenZfs,datasync:CreateLocationFsxOpenZfs,,,,,,0,0
logs,aws_cloudwatch_log_destination,Destination,0,0,1,2,1,PutDestination,/Users/hbwei/terraform-provider-aws/internal/service/logs/destination.go,logs,logs:PutDestination,logs:PutDestination,destination,arn:${Partition}:logs:${Region}:${Account}:destination:${DestinationName},PutDestination,PutDestinationRequest,true,1,1
fsx,aws_fsx_ontap_file_system,ONTAP File System,0,0,1,2,1,CreateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/fsx/ontap_file_system.go,fsx,fsx:CreateFileSystem,fsx:CreateFileSystem,file-system,arn:${Partition}:fsx:${Region}:${Account}:file-system/${FileSystemId},,,,1,0
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,UpdateBandwidthRateLimit,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:UpdateBandwidthRateLimit,storagegateway:UpdateBandwidthRateLimit,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
rds,aws_rds_cluster_role_association,Cluster IAM Role Association,0,0,1,2,1,AddRoleToDBCluster,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_role_association.go,rds,rds:AddRoleToDBCluster,rds:AddRoleToDBCluster,cluster,arn:${Partition}:rds:${Region}:${Account}:cluster:${DbClusterInstanceName},,,,2,0
codecommit,aws_codecommit_trigger,Trigger,0,0,1,2,1,PutRepositoryTriggers,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/trigger.go,codecommit,codecommit:PutRepositoryTriggers,codecommit:PutRepositoryTriggers,repository,arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName},PutRepositoryTriggers,PutRepositoryTriggersInput,true,1,1
elasticbeanstalk,aws_elastic_beanstalk_application,Application,0,1,1,3,2,CreateApplication,/Users/hbwei/terraform-provider-aws/internal/service/elasticbeanstalk/application.go,elasticbeanstalk,elasticbeanstalk:CreateApplication,elasticbeanstalk:CreateApplication,application,arn:${Partition}:elasticbeanstalk:${Region}:${Account}:application/${ApplicationName},CreateApplication,CreateApplicationMessage,true,1,1
connect,aws_connect_user_hierarchy_structure,User Hierarchy Structure,0,0,1,2,1,UpdateUserHierarchyStructure,/Users/hbwei/terraform-provider-aws/internal/service/connect/user_hierarchy_structure.go,connect,connect:UpdateUserHierarchyStructure,connect:UpdateUserHierarchyStructure,instance,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId},UpdateUserHierarchyStructure,UpdateUserHierarchyStructureRequest,true,1,1
rds,aws_rds_custom_db_engine_version,Custom DB Engine Version,0,0,1,2,1,CreateCustomDBEngineVersion,/Users/hbwei/terraform-provider-aws/internal/service/rds/custom_db_engine_version.go,rds,rds:CreateCustomDBEngineVersion,rds:CreateCustomDBEngineVersion,cev,arn:${Partition}:rds:${Region}:${Account}:cev:${Engine}/${EngineVersion}/${CustomDbEngineVersionId},CreateCustomDBEngineVersion,CreateCustomDBEngineVersionMessage,true,2,2
lightsail,aws_lightsail_lb,LB,0,0,2,3,1,CreateLoadBalancer,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/lb.go,lightsail,lightsail:CreateLoadBalancer,lightsail:CreateLoadBalancer,,,,,,0,0
fsx,aws_fsx_lustre_file_system,Lustre File System,0,0,1,3,2,CreateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/fsx/lustre_file_system.go,fsx,fsx:CreateFileSystem,fsx:CreateFileSystem,file-system,arn:${Partition}:fsx:${Region}:${Account}:file-system/${FileSystemId},,,,1,0
globalaccelerator,aws_globalaccelerator_accelerator,Accelerator,0,1,2,4,2,UpdateAcceleratorAttributes,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/accelerator.go,globalaccelerator,globalaccelerator:UpdateAcceleratorAttributes,globalaccelerator:UpdateAcceleratorAttributes,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},,,,1,0
waf,aws_waf_geo_match_set,GeoMatchSet,1,0,4,5,1,CreateGeoMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/geo_match_set.go,waf,waf:CreateGeoMatchSet,waf:CreateGeoMatchSet,geomatchset,arn:${Partition}:waf::${Account}:geomatchset/${Id},,,,1,0
ds,aws_directory_service_shared_directory,Shared Directory,0,0,1,2,1,ShareDirectory,/Users/hbwei/terraform-provider-aws/internal/service/ds/shared_directory.go,ds,ds:ShareDirectory,ds:ShareDirectory,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},ShareDirectory,ShareDirectoryRequest,true,1,1
iam,aws_iam_account_password_policy,Account Password Policy,0,0,0,1,1,UpdateAccountPasswordPolicy,/Users/hbwei/terraform-provider-aws/internal/service/iam/account_password_policy.go,iam,iam:UpdateAccountPasswordPolicy,iam:UpdateAccountPasswordPolicy,,,,,,0,0
codecommit,aws_codecommit_repository,Repository,0,0,3,4,1,CreateRepository,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/repository.go,codecommit,codecommit:CreateRepository,codecommit:CreateRepository,repository,arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName},CreateRepository,CreateRepositoryInput,true,1,1
dms,aws_dms_replication_config,Replication Config,0,0,3,4,1,CreateReplicationConfig,/Users/hbwei/terraform-provider-aws/internal/service/dms/replication_config.go,dms,dms:CreateReplicationConfig,dms:CreateReplicationConfig,Endpoint,arn:${Partition}:dms:${Region}:${Account}:endpoint:*,,,,0,0
iam,aws_iam_virtual_mfa_device,Virtual MFA Device,0,0,2,3,1,CreateVirtualMFADevice,/Users/hbwei/terraform-provider-aws/internal/service/iam/virtual_mfa_device.go,iam,iam:CreateVirtualMFADevice,iam:CreateVirtualMFADevice,mfa,arn:${Partition}:iam::${Account}:mfa/${MfaTokenIdWithPath},,,,1,0
kafka,aws_msk_replicator,Replicator,0,0,1,2,1,CreateReplicator,/Users/hbwei/terraform-provider-aws/internal/service/kafka/replicator.go,kafka,kafka:CreateReplicator,kafka:CreateReplicator,replicator,arn:${Partition}:kafka:${Region}:${Account}:replicator/${ReplicatorName}/${Uuid},,,,1,0
ram,aws_ram_resource_share_accepter,Resource Share Accepter,1,0,3,4,1,AcceptResourceShareInvitation,/Users/hbwei/terraform-provider-aws/internal/service/ram/resource_share_accepter.go,ram,ram:AcceptResourceShareInvitation,ram:AcceptResourceShareInvitation,resource-share-invitation,arn:${Partition}:ram:${Region}:${Account}:resource-share-invitation/${ResourcePath},,,,1,0
autoscaling,aws_autoscaling_attachment,Attachment,0,0,1,3,2,AttachLoadBalancerTargetGroups,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/attachment.go,autoscaling,autoscaling:AttachLoadBalancerTargetGroups,autoscaling:AttachLoadBalancerTargetGroups,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
route53recoveryreadiness,aws_route53recoveryreadiness_recovery_group,Recovery Group,0,0,1,2,1,CreateRecoveryGroup,/Users/hbwei/terraform-provider-aws/internal/service/route53recoveryreadiness/recovery_group.go,route53-recovery-readiness,route53-recovery-readiness:CreateRecoveryGroup,route53-recovery-readiness:CreateRecoveryGroup,recoverygroup,arn:${Partition}:route53-recovery-readiness::${Account}:recovery-group/${ResourceId},,,,1,0
ram,aws_ram_sharing_with_organization,Sharing With Organization,0,0,0,1,1,EnableSharingWithAwsOrganization,/Users/hbwei/terraform-provider-aws/internal/service/ram/sharing_with_organization.go,ram,ram:EnableSharingWithAwsOrganization,ram:EnableSharingWithAwsOrganization,,,,,,0,0
ec2,aws_vpc_ipam_preview_next_cidr,IPAM Preview Next CIDR,0,0,0,1,1,AllocateIpamPoolCidr,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_ipam_preview_next_cidr.go,ec2,ec2:AllocateIpamPoolCidr,ec2:AllocateIpamPoolCidr,ipam-pool,arn:${Partition}:ec2::${Account}:ipam-pool/${IpamPoolId},AllocateIpamPoolCidr,AllocateIpamPoolCidrRequest,true,1,1
lightsail,aws_lightsail_bucket,Bucket,0,0,2,3,1,CreateBucket,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/bucket.go,lightsail,lightsail:CreateBucket,lightsail:CreateBucket,,,,,,0,0
cloudfront,aws_cloudfront_function,Function,0,0,2,4,2,PublishFunction,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/function.go,cloudfront,cloudfront:PublishFunction,cloudfront:PublishFunction,function,arn:${Partition}:cloudfront::${Account}:function/${Name},PublishFunction,PublishFunctionRequest,true,1,1
evidently,aws_evidently_feature,Feature,0,0,1,2,1,CreateFeature,/Users/hbwei/terraform-provider-aws/internal/service/evidently/feature.go,evidently,evidently:CreateFeature,evidently:CreateFeature,,,,,,0,0
wafregional,aws_wafregional_web_acl,Web ACL,1,1,2,6,3,UpdateWebACL,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/web_acl.go,waf-regional,waf-regional:UpdateWebACL,waf-regional:UpdateWebACL,webacl,arn:${Partition}:waf-regional:${Region}:${Account}:webacl/${Id},,,,1,0
servicequotas,aws_servicequotas_service_quota,Service Quota,2,0,3,4,1,RequestServiceQuotaIncrease,/Users/hbwei/terraform-provider-aws/internal/service/servicequotas/service_quota.go,servicequotas,servicequotas:RequestServiceQuotaIncrease,servicequotas:RequestServiceQuotaIncrease,quota,arn:${Partition}:servicequotas:${Region}:${Account}:${ServiceCode}/${QuotaCode},RequestServiceQuotaIncrease,RequestServiceQuotaIncreaseRequest,true,2,2
