TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,SR_authorized_actions-action_details-resource_details-arn-arn_variables,BC_operation_name,BC_input_shape_name,BC_member_name,BC_is_required,BC_member_shape_name,BC_member_shape_type,TF_successful_arn_variable_match
networkmanager,aws_networkmanager_global_network,Global Network,0,0,1,2,1,CreateGlobalNetwork,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/global_network.go,networkmanager,networkmanager:CreateGlobalNetwork,networkmanager:CreateGlobalNetwork,,,,,,,,,,false
networkmanager,aws_networkmanager_site_to_site_vpn_attachment,Site To Site VPN Attachment,0,0,1,2,1,CreateSiteToSiteVpnAttachment,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/site_to_site_vpn_attachment.go,networkmanager,networkmanager:CreateSiteToSiteVpnAttachment,networkmanager:CreateSiteToSiteVpnAttachment,core-network,arn:${Partition}:networkmanager::${Account}:core-network/${ResourceId},ResourceId,,,,,,,false
elasticache,aws_elasticache_subnet_group,Subnet Group,0,0,1,2,1,CreateCacheSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/elasticache/subnet_group.go,elasticache,elasticache:CreateCacheSubnetGroup,elasticache:CreateCacheSubnetGroup,subnetgroup,arn:${Partition}:elasticache:${Region}:${Account}:subnetgroup:${CacheSubnetGroupName},CacheSubnetGroupName,CreateCacheSubnetGroup,CreateCacheSubnetGroupMessage,CacheSubnetGroupName,true,String,string,true
licensemanager,aws_licensemanager_grant,Grant,0,0,1,2,1,CreateGrant,/Users/hbwei/terraform-provider-aws/internal/service/licensemanager/grant.go,license-manager,license-manager:CreateGrant,license-manager:CreateGrant,license,arn:${Partition}:license-manager::${Account}:license:${LicenseId},LicenseId,,,,,,,false
rds,aws_rds_cluster_parameter_group,Cluster Parameter Group,0,0,5,6,1,CreateDBClusterParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_parameter_group.go,rds,rds:CreateDBClusterParameterGroup,rds:CreateDBClusterParameterGroup,cluster-pg,arn:${Partition}:rds:${Region}:${Account}:cluster-pg:${ClusterParameterGroupName},ClusterParameterGroupName,,,,,,,false
medialive,aws_medialive_multiplex,Multiplex,0,0,2,3,1,CreateMultiplex,/Users/hbwei/terraform-provider-aws/internal/service/medialive/multiplex.go,medialive,medialive:CreateMultiplex,medialive:CreateMultiplex,multiplex,arn:${Partition}:medialive:${Region}:${Account}:multiplex:${MultiplexId},MultiplexId,,,,,,,false
chime,aws_chime_voice_connector_logging,Voice Connector Logging,0,0,1,2,1,PutVoiceConnectorLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/chime/voice_connector_logging.go,chime,chime:PutVoiceConnectorLoggingConfiguration,chime:PutVoiceConnectorLoggingConfiguration,voice-connector,arn:${Partition}:chime:${Region}:${AccountId}:vc/${VoiceConnectorId},AccountId,,,,,,,false
chime,aws_chime_voice_connector_logging,Voice Connector Logging,0,0,1,2,1,PutVoiceConnectorLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/chime/voice_connector_logging.go,chime,chime:PutVoiceConnectorLoggingConfiguration,chime:PutVoiceConnectorLoggingConfiguration,voice-connector,arn:${Partition}:chime:${Region}:${AccountId}:vc/${VoiceConnectorId},VoiceConnectorId,,,,,,,false
ec2,aws_spot_datafeed_subscription,Spot Datafeed Subscription,0,0,1,2,1,CreateSpotDatafeedSubscription,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ec2_spot_datafeed_subscription.go,ec2,ec2:CreateSpotDatafeedSubscription,ec2:CreateSpotDatafeedSubscription,,,,,,,,,,false
storagegateway,aws_storagegateway_tape_pool,Tape Pool,0,0,1,2,1,CreateTapePool,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/tape_pool.go,storagegateway,storagegateway:CreateTapePool,storagegateway:CreateTapePool,,,,,,,,,,false
ec2,aws_customer_gateway,Customer Gateway,0,0,1,2,1,CreateCustomerGateway,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpnsite_customer_gateway.go,ec2,ec2:CreateCustomerGateway,ec2:CreateCustomerGateway,customer-gateway,arn:${Partition}:ec2:${Region}:${Account}:customer-gateway/${CustomerGatewayId},CustomerGatewayId,,,,,,,false
datasync,aws_datasync_location_object_storage,Location Object Storage,0,0,1,2,1,CreateLocationObjectStorage,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_object_storage.go,datasync,datasync:CreateLocationObjectStorage,datasync:CreateLocationObjectStorage,,,,,,,,,,false
guardduty,aws_guardduty_member,Member,0,1,1,3,2,InviteMembers,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/member.go,guardduty,guardduty:InviteMembers,guardduty:InviteMembers,,,,,,,,,,false
securityhub,aws_securityhub_organization_configuration,Organization Configuration,0,0,1,2,1,UpdateOrganizationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/organization_configuration.go,securityhub,securityhub:UpdateOrganizationConfiguration,securityhub:UpdateOrganizationConfiguration,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,,,,,false
iam,aws_iam_saml_provider,SAML Provider,0,0,1,2,1,CreateSAMLProvider,/Users/hbwei/terraform-provider-aws/internal/service/iam/saml_provider.go,iam,iam:CreateSAMLProvider,iam:CreateSAMLProvider,saml-provider,arn:${Partition}:iam::${Account}:saml-provider/${SamlProviderName},SamlProviderName,,,,,,,false
glue,aws_glue_dev_endpoint,Dev Endpoint,0,0,1,2,1,CreateDevEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/glue/dev_endpoint.go,glue,glue:CreateDevEndpoint,glue:CreateDevEndpoint,,,,,,,,,,false
lambda,aws_lambda_function_event_invoke_config,Function Event Invoke Config,0,0,1,2,1,PutFunctionEventInvokeConfig,/Users/hbwei/terraform-provider-aws/internal/service/lambda/function_event_invoke_config.go,lambda,lambda:PutFunctionEventInvokeConfig,lambda:PutFunctionEventInvokeConfig,function,arn:${Partition}:lambda:${Region}:${Account}:function:${FunctionName},FunctionName,PutFunctionEventInvokeConfig,PutFunctionEventInvokeConfigRequest,FunctionName,true,FunctionName,string,true
kendra,aws_kendra_faq,FAQ,0,0,1,2,1,CreateFaq,/Users/hbwei/terraform-provider-aws/internal/service/kendra/faq.go,kendra,kendra:CreateFaq,kendra:CreateFaq,index,arn:${Partition}:kendra:${Region}:${Account}:index/${IndexId},IndexId,CreateFaq,CreateFaqRequest,IndexId,true,IndexId,string,true
networkmanager,aws_networkmanager_connect_peer,Connect Peer,0,0,1,2,1,CreateConnectPeer,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/connect_peer.go,networkmanager,networkmanager:CreateConnectPeer,networkmanager:CreateConnectPeer,attachment,arn:${Partition}:networkmanager::${Account}:attachment/${ResourceId},ResourceId,,,,,,,false
cloudfront,aws_cloudfront_origin_request_policy,Origin Request Policy,0,0,1,2,1,CreateOriginRequestPolicy,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/origin_request_policy.go,cloudfront,cloudfront:CreateOriginRequestPolicy,cloudfront:CreateOriginRequestPolicy,,,,,,,,,,false
acmpca,aws_acmpca_certificate_authority_certificate,Certificate Authority Certificate,0,0,1,2,1,ImportCertificateAuthorityCertificate,/Users/hbwei/terraform-provider-aws/internal/service/acmpca/certificate_authority_certificate.go,acm-pca,acm-pca:ImportCertificateAuthorityCertificate,acm-pca:ImportCertificateAuthorityCertificate,certificate-authority,arn:${Partition}:acm-pca:${Region}:${Account}:certificate-authority/${CertificateAuthorityId},CertificateAuthorityId,,,,,,,false
waf,aws_waf_web_acl,Web ACL,1,1,2,6,3,PutLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/waf/web_acl.go,waf,waf:PutLoggingConfiguration,waf:PutLoggingConfiguration,webacl,arn:${Partition}:waf::${Account}:webacl/${Id},Id,,,,,,,false
codecommit,aws_codecommit_trigger,Trigger,0,0,1,2,1,PutRepositoryTriggers,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/trigger.go,codecommit,codecommit:PutRepositoryTriggers,codecommit:PutRepositoryTriggers,repository,arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName},RepositoryName,PutRepositoryTriggers,PutRepositoryTriggersInput,repositoryName,true,RepositoryName,string,true
fms,aws_fms_policy,Policy,0,0,1,2,1,PutPolicy,/Users/hbwei/terraform-provider-aws/internal/service/fms/policy.go,fms,fms:PutPolicy,fms:PutPolicy,policy,arn:${Partition}:fms:${Region}:${Account}:policy/${Id},Id,,,,,,,false
quicksight,aws_quicksight_dashboard,Dashboard,0,0,3,4,1,CreateDashboard,/Users/hbwei/terraform-provider-aws/internal/service/quicksight/dashboard.go,quicksight,quicksight:CreateDashboard,quicksight:CreateDashboard,dashboard,arn:${Partition}:quicksight:${Region}:${Account}:dashboard/${ResourceId},ResourceId,,,,,,,false
cloud9,aws_cloud9_environment_membership,Environment Membership,0,0,1,2,1,CreateEnvironmentMembership,/Users/hbwei/terraform-provider-aws/internal/service/cloud9/environment_membership.go,cloud9,cloud9:CreateEnvironmentMembership,cloud9:CreateEnvironmentMembership,environment,arn:${Partition}:cloud9:${Region}:${Account}:environment:${ResourceId},ResourceId,,,,,,,false
codebuild,aws_codebuild_project,Project,0,0,1,3,2,UpdateProjectVisibility,/Users/hbwei/terraform-provider-aws/internal/service/codebuild/project.go,codebuild,codebuild:UpdateProjectVisibility,codebuild:UpdateProjectVisibility,project,arn:${Partition}:codebuild:${Region}:${Account}:project/${ProjectName},ProjectName,,,,,,,false
ses,aws_ses_event_destination,Configuration Set Event Destination,0,0,1,2,1,CreateConfigurationSetEventDestination,/Users/hbwei/terraform-provider-aws/internal/service/ses/event_destination.go,ses,ses:CreateConfigurationSetEventDestination,ses:CreateConfigurationSetEventDestination,configuration-set,arn:${Partition}:ses:${Region}:${Account}:configuration-set/${ConfigurationSetName},ConfigurationSetName,CreateConfigurationSetEventDestination,CreateConfigurationSetEventDestinationRequest,ConfigurationSetName,true,ConfigurationSetName,string,true
rds,aws_rds_cluster_parameter_group,Cluster Parameter Group,0,0,5,6,1,CreateDBClusterParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_parameter_group.go,rds,rds:CreateDBClusterParameterGroup,rds:CreateDBClusterParameterGroup,cluster-pg,arn:${Partition}:rds:${Region}:${Account}:cluster-pg:${ClusterParameterGroupName},ClusterParameterGroupName,,,,,,,false
evidently,aws_evidently_feature,Feature,0,0,1,2,1,CreateFeature,/Users/hbwei/terraform-provider-aws/internal/service/evidently/feature.go,evidently,evidently:CreateFeature,evidently:CreateFeature,,,,,,,,,,false
codecommit,aws_codecommit_approval_rule_template_association,Approval Rule Template Association,0,0,1,2,1,AssociateApprovalRuleTemplateWithRepository,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/approval_rule_template_association.go,codecommit,codecommit:AssociateApprovalRuleTemplateWithRepository,codecommit:AssociateApprovalRuleTemplateWithRepository,repository,arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName},RepositoryName,AssociateApprovalRuleTemplateWithRepository,AssociateApprovalRuleTemplateWithRepositoryInput,repositoryName,true,RepositoryName,string,true
waf,aws_waf_sql_injection_match_set,SqlInjectionMatchSet,1,0,4,5,1,CreateSqlInjectionMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/sql_injection_match_set.go,waf,waf:CreateSqlInjectionMatchSet,waf:CreateSqlInjectionMatchSet,sqlinjectionmatchset,arn:${Partition}:waf::${Account}:sqlinjectionset/${Id},Id,,,,,,,false
ec2,aws_ec2_traffic_mirror_filter,Traffic Mirror Filter,0,0,1,3,2,ModifyTrafficMirrorFilterNetworkServices,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_traffic_mirror_filter.go,ec2,ec2:ModifyTrafficMirrorFilterNetworkServices,ec2:ModifyTrafficMirrorFilterNetworkServices,traffic-mirror-filter,arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-filter/${TrafficMirrorFilterId},TrafficMirrorFilterId,ModifyTrafficMirrorFilterNetworkServices,ModifyTrafficMirrorFilterNetworkServicesRequest,TrafficMirrorFilterId,true,TrafficMirrorFilterId,string,true
apprunner,aws_apprunner_observability_configuration,Observability Configuration,0,0,1,2,1,CreateObservabilityConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/observability_configuration.go,apprunner,apprunner:CreateObservabilityConfiguration,apprunner:CreateObservabilityConfiguration,observabilityconfiguration,arn:${Partition}:apprunner:${Region}:${Account}:observabilityconfiguration/${ObservabilityConfigurationName}/${ObservabilityConfigurationVersion}/${ObservabilityConfigurationId},ObservabilityConfigurationName,CreateObservabilityConfiguration,CreateObservabilityConfigurationRequest,ObservabilityConfigurationName,true,ObservabilityConfigurationName,string,true
apprunner,aws_apprunner_observability_configuration,Observability Configuration,0,0,1,2,1,CreateObservabilityConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/observability_configuration.go,apprunner,apprunner:CreateObservabilityConfiguration,apprunner:CreateObservabilityConfiguration,observabilityconfiguration,arn:${Partition}:apprunner:${Region}:${Account}:observabilityconfiguration/${ObservabilityConfigurationName}/${ObservabilityConfigurationVersion}/${ObservabilityConfigurationId},ObservabilityConfigurationVersion,,,,,,,false
apprunner,aws_apprunner_observability_configuration,Observability Configuration,0,0,1,2,1,CreateObservabilityConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/observability_configuration.go,apprunner,apprunner:CreateObservabilityConfiguration,apprunner:CreateObservabilityConfiguration,observabilityconfiguration,arn:${Partition}:apprunner:${Region}:${Account}:observabilityconfiguration/${ObservabilityConfigurationName}/${ObservabilityConfigurationVersion}/${ObservabilityConfigurationId},ObservabilityConfigurationId,,,,,,,false
ec2,aws_ec2_image_block_public_access,Image Block Public Access,0,0,1,3,2,EnableImageBlockPublicAccess,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ec2_image_block_public_access.go,ec2,ec2:EnableImageBlockPublicAccess,ec2:EnableImageBlockPublicAccess,,,,,,,,,,false
cloudfront,aws_cloudfront_public_key,Public Key,0,0,1,2,1,CreatePublicKey,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/public_key.go,cloudfront,cloudfront:CreatePublicKey,cloudfront:CreatePublicKey,,,,,,,,,,false
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,ActivateGateway,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:ActivateGateway,storagegateway:ActivateGateway,,,,,,,,,,false
ec2,aws_ec2_client_vpn_authorization_rule,Client VPN Authorization Rule,0,0,1,2,1,AuthorizeClientVpnIngress,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpnclient_authorization_rule.go,ec2,ec2:AuthorizeClientVpnIngress,ec2:AuthorizeClientVpnIngress,client-vpn-endpoint,arn:${Partition}:ec2:${Region}:${Account}:client-vpn-endpoint/${ClientVpnEndpointId},ClientVpnEndpointId,AuthorizeClientVpnIngress,AuthorizeClientVpnIngressRequest,ClientVpnEndpointId,true,ClientVpnEndpointId,string,true
dms,aws_dms_event_subscription,Event Subscription,0,0,1,2,1,CreateEventSubscription,/Users/hbwei/terraform-provider-aws/internal/service/dms/event_subscription.go,dms,dms:CreateEventSubscription,dms:CreateEventSubscription,,,,,,,,,,false
organizations,aws_organizations_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/organizations/resource_policy.go,organizations,organizations:PutResourcePolicy,organizations:PutResourcePolicy,resourcepolicy,arn:${Partition}:organizations::${Account}:resourcepolicy/o-${OrganizationId}/rp-${ResourcePolicyId},OrganizationId,,,,,,,false
organizations,aws_organizations_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/organizations/resource_policy.go,organizations,organizations:PutResourcePolicy,organizations:PutResourcePolicy,resourcepolicy,arn:${Partition}:organizations::${Account}:resourcepolicy/o-${OrganizationId}/rp-${ResourcePolicyId},ResourcePolicyId,,,,,,,false
rds,aws_db_cluster_snapshot,DB Cluster Snapshot,0,1,2,4,2,ModifyDBClusterSnapshotAttribute,/Users/hbwei/terraform-provider-aws/internal/service/rds/cluster_snapshot.go,rds,rds:ModifyDBClusterSnapshotAttribute,rds:ModifyDBClusterSnapshotAttribute,cluster-snapshot,arn:${Partition}:rds:${Region}:${Account}:cluster-snapshot:${ClusterSnapshotName},ClusterSnapshotName,,,,,,,false
kms,aws_kms_ciphertext,Ciphertext,0,0,0,1,1,Encrypt,/Users/hbwei/terraform-provider-aws/internal/service/kms/ciphertext.go,kms,kms:Encrypt,kms:Encrypt,key,arn:${Partition}:kms:${Region}:${Account}:key/${KeyId},KeyId,Encrypt,EncryptRequest,KeyId,true,KeyIdType,string,true
redshiftserverless,aws_redshiftserverless_snapshot,Snapshot,0,0,1,2,1,CreateSnapshot,/Users/hbwei/terraform-provider-aws/internal/service/redshiftserverless/snapshot.go,redshift-serverless,redshift-serverless:CreateSnapshot,redshift-serverless:CreateSnapshot,snapshot,arn:${Partition}:redshift-serverless:${Region}:${Account}:snapshot/${SnapshotId},SnapshotId,,,,,,,false
autoscaling,aws_autoscaling_attachment,Attachment,0,0,1,3,2,AttachLoadBalancerTargetGroups,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/attachment.go,autoscaling,autoscaling:AttachLoadBalancerTargetGroups,autoscaling:AttachLoadBalancerTargetGroups,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},GroupId,,,,,,,false
autoscaling,aws_autoscaling_attachment,Attachment,0,0,1,3,2,AttachLoadBalancerTargetGroups,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/attachment.go,autoscaling,autoscaling:AttachLoadBalancerTargetGroups,autoscaling:AttachLoadBalancerTargetGroups,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},GroupFriendlyName,,,,,,,false
